Rk,Player,xG/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG/90,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Pos
21,Cristhian Stuani,0.7,2024-2025,37,uy URU,Girona,es La Liga,32,1078,12,6,26,6,0.9,0.2,1.1,0.7,0.3,0.3,0,0.7,0.5,0.1,0.7,0.1,0.5,0.2,0.2,0.1,0.19,2.6,0.26,0.5,1.3,51.6,12.7,0,FW
22,Patrik Schick,0.7,2024-2025,28,cz CZE,Leverkusen,de Bundesliga,31,1684,18.7,19,12,2,1.1,0,1.1,1.1,0.1,0.1,0,0.7,0.6,0,0.7,0,0.7,0.4,0.4,0,0.17,3.6,0.29,0.63,1.7,47.1,11.8,0,FW
23,Mohamed Salah,0.7,2024-2025,32,eg EGY,Liverpool,eng Premier League,38,3371,37.5,38,0,0,0.8,0.5,1.3,0.5,0.2,0.2,0,0.7,0.5,0.4,1.1,0.2,0.9,0.1,0,0.1,0.15,3.2,0.17,0.4,1.3,41.3,14.5,0,FW
24,Emanuel Emegha,0.7,2024-2025,21,nl NED,Strasbourg,fr Ligue 1,27,2293,25.5,27,0,0,0.5,0.1,0.7,0.5,0,0,0,0.7,0.7,0.1,0.8,0,0.8,-0.1,-0.1,0,0.28,2.4,0.23,0.4,1.4,57.4,12.5,0,FW
25,Myron Boadu,0.7,2024-2025,23,nl NED,Bochum,de Bundesliga,19,1042,11.6,11,8,3,0.8,0.1,0.9,0.7,0.1,0.1,0,0.7,0.6,0.1,0.8,0.1,0.7,0.1,0.1,0,0.26,2.3,0.3,0.62,1.1,48.1,11.7,0,FW
26,Alexander Isak,0.7,2024-2025,24,se SWE,Newcastle Utd,eng Premier League,34,2756,30.6,34,0,0,0.8,0.2,0.9,0.6,0.1,0.1,0,0.7,0.6,0.1,0.8,0.1,0.7,0.1,0.1,0.1,0.18,3.1,0.2,0.46,1.3,43.2,14.5,0.1,FW
27,Marco Asensio,0.7,2024-2025,28,es ESP,2 Teams,2 Comps,25,1361,15.1,17,8,6,0.3,0.3,0.7,0.3,0,0.1,0.1,0.7,0.6,0.2,0.9,0.2,0.8,-0.3,-0.2,0.1,0.18,3.2,0.1,0.22,1.5,47.9,16.8,0.2,MF
28,Richarlison,0.7,2024-2025,27,br BRA,Tottenham,eng Premier League,15,504,5.6,4,11,2,0.7,0.2,0.9,0.7,0,0,0,0.7,0.7,0.2,0.8,0.1,0.8,0.1,0.1,0,0.22,3,0.24,0.57,1.2,41.2,9.1,0,FW
29,Ferrán Torres,0.6,2024-2025,24,es ESP,Barcelona,es La Liga,27,1106,12.3,12,15,2,0.8,0.5,1.3,0.8,0,0,0,0.6,0.6,0.2,0.9,0.2,0.9,0.2,0.2,0.2,0.17,3.9,0.21,0.45,1.8,45.8,14.6,0.2,"FW,MF"
30,Moise Kean,0.6,2024-2025,24,it ITA,Fiorentina,it Serie A,32,2704,30,31,1,0,0.6,0.1,0.7,0.6,0,0.1,0,0.6,0.6,0.1,0.7,0,0.7,0,0,0,0.18,3.4,0.17,0.37,1.6,47.6,15,0,FW
31,Santiago Giménez,0.6,2024-2025,23,mx MEX,Milan,it Serie A,14,669,7.4,7,7,0,0.7,0.3,0.9,0.7,0,0.1,0.1,0.6,0.5,0.1,0.8,0.1,0.7,0,0.1,0.1,0.18,3,0.23,0.56,1.2,40.9,13.5,0,FW
32,Georges Mikautadze,0.6,2024-2025,23,ge GEO,Lyon,fr Ligue 1,34,1449,16.1,13,21,0,0.7,0.4,1.1,0.5,0.2,0.2,0.1,0.6,0.4,0.3,0.9,0.2,0.7,0,0.1,0.1,0.14,3.2,0.15,0.36,1.4,42.3,14.1,0,FW
33,George Ilenikhena,0.6,2024-2025,17,ng NGA,Monaco,fr Ligue 1,23,717,8,6,17,5,0.4,0.3,0.6,0.4,0,0,0,0.6,0.6,0.2,0.8,0.1,0.8,-0.3,-0.3,0.1,0.24,2.6,0.14,0.33,1.1,42.9,13.5,0,FW
34,Jonathan Burkardt,0.6,2024-2025,24,de GER,Mainz 05,de Bundesliga,29,2109,23.4,28,1,0,0.8,0.1,0.9,0.7,0.1,0.1,0,0.6,0.6,0.1,0.8,0.1,0.7,0.1,0.1,0,0.19,3,0.23,0.57,1.2,40,13.6,0,FW
35,Dušan Vlahovi?,0.6,2024-2025,24,rs SRB,Juventus,it Serie A,29,1784,19.8,21,8,3,0.5,0.2,0.7,0.3,0.2,0.2,0,0.6,0.5,0.1,0.7,0,0.5,-0.1,-0.2,0.1,0.13,3.7,0.08,0.24,1.3,34.2,15.9,0.4,FW
36,Raphinha,0.6,2024-2025,27,br BRA,Barcelona,es La Liga,36,2839,31.5,32,4,1,0.6,0.3,0.9,0.5,0.1,0.1,0,0.6,0.6,0.4,1,0.3,1,0,-0.1,-0.1,0.16,3.6,0.14,0.4,1.3,35.7,19.1,0.6,"FW,MF"
37,Deniz Undav,0.6,2024-2025,28,de GER,Stuttgart,de Bundesliga,27,1726,19.2,20,7,0,0.5,0.2,0.6,0.5,0,0,0,0.6,0.6,0.2,0.8,0.2,0.8,-0.1,-0.1,0,0.16,3.9,0.12,0.29,1.6,41.3,13.9,0,"FW,MF"
38,Diogo Jota,0.6,2024-2025,27,pt POR,Liverpool,eng Premier League,26,1196,13.3,14,12,3,0.5,0.2,0.7,0.5,0,0,0,0.6,0.6,0.1,0.7,0.1,0.7,-0.1,-0.1,0.1,0.16,3.8,0.12,0.46,1,25.5,12.4,0,FW
39,Ayoze Pérez,0.6,2024-2025,31,es ESP,Villarreal,es La Liga,30,1970,21.9,22,8,0,0.9,0.1,1,0.9,0,0,0,0.6,0.6,0.1,0.7,0.1,0.7,0.3,0.3,0,0.18,3.4,0.25,0.61,1.4,41.3,14.2,0,FW
40,Gaëtan Laborde,0.6,2024-2025,30,fr FRA,Nice,fr Ligue 1,28,1829,20.3,20,8,0,0.5,0.2,0.7,0.3,0.2,0.2,0,0.6,0.4,0.2,0.7,0.1,0.6,0,-0.1,0,0.12,3.4,0.1,0.35,1,28.6,14.6,0,FW
41,Yoane Wissa,0.6,2024-2025,27,cd COD,Brentford,eng Premier League,35,2919,32.4,34,1,0,0.6,0.1,0.7,0.6,0,0,0,0.6,0.6,0.1,0.7,0.1,0.7,0,0,0,0.21,2.8,0.21,0.46,1.3,45.6,13.2,0,FW
42,Jonathan David,0.6,2024-2025,24,ca CAN,Lille,fr Ligue 1,32,2554,28.4,28,4,0,0.6,0.2,0.7,0.4,0.2,0.2,0,0.6,0.4,0.2,0.7,0.1,0.5,0,0,0,0.16,2.3,0.15,0.36,1,42.4,15.3,0,FW
43,Nick Woltemade,0.6,2024-2025,22,de GER,Stuttgart,de Bundesliga,28,1622,18,17,11,5,0.7,0.1,0.8,0.6,0.1,0.2,0.1,0.6,0.4,0.3,0.8,0.2,0.7,0.1,0.1,-0.1,0.17,2.6,0.22,0.43,1.3,50,12.3,0,"FW,MF"
44,Leroy Sané,0.6,2024-2025,28,de GER,Bayern Munich,de Bundesliga,30,1637,18.2,17,13,2,0.6,0.3,0.9,0.6,0,0,0,0.6,0.6,0.3,0.9,0.3,0.9,0,0,0,0.15,3.7,0.16,0.38,1.6,43.3,16.6,0.1,FW
45,Ante Budimir,0.6,2024-2025,33,hr CRO,Osasuna,es La Liga,38,2952,32.8,34,4,0,0.6,0.1,0.8,0.4,0.2,0.2,0,0.6,0.4,0.1,0.6,0,0.4,0.1,0,0.1,0.14,2.8,0.14,0.45,0.9,31.9,13.3,0,FW
46,Randal Kolo Muani,0.6,2024-2025,25,fr FRA,2 Teams,2 Comps,26,1518,16.9,15,11,4,0.6,0.1,0.7,0.5,0.1,0.1,0,0.6,0.5,0.1,0.7,0.1,0.6,0,0,0,0.19,2.4,0.2,0.42,1.1,47.5,12.7,0,FW
47,Bradley Barcola,0.6,2024-2025,21,fr FRA,Paris S-G,fr Ligue 1,34,2181,24.2,27,7,0,0.6,0.4,1,0.6,0,0,0,0.6,0.6,0.4,1,0.2,1,0,0,0,0.18,3.1,0.19,0.37,1.6,51.4,13.2,0,FW
48,Ibrahima Niane,0.5,2024-2025,25,sn SEN,Angers,fr Ligue 1,24,943,10.5,8,16,1,0.3,0.1,0.4,0.2,0.1,0.1,0,0.5,0.5,0.1,0.6,0,0.6,-0.3,-0.3,0,0.17,2.8,0.07,0.2,1,34.5,14.6,0,FW
49,Serge Gnabry,0.5,2024-2025,29,de GER,Bayern Munich,de Bundesliga,27,1242,13.8,13,14,2,0.5,0.4,0.9,0.5,0,0.1,0.1,0.5,0.5,0.4,0.9,0.3,0.9,0,0,0,0.14,3.5,0.15,0.41,1.2,35.4,15.7,0,"FW,MF"
50,Rodrigo Muniz,0.5,2024-2025,23,br BRA,Fulham,eng Premier League,31,964,10.7,8,23,1,0.7,0.1,0.8,0.7,0,0,0,0.5,0.5,0.1,0.6,0,0.6,0.2,0.2,0,0.15,3.6,0.21,0.42,1.8,48.7,12,0,FW
51,Tammy Abraham,0.5,2024-2025,26,eng ENG,2 Teams,it Serie A,29,1184,13.2,12,17,7,0.2,0.3,0.5,0.2,0.1,0.2,0.1,0.5,0.4,0.2,0.7,0.1,0.6,-0.3,-0.3,0.1,0.21,2,0.08,0.18,0.8,42.3,13.4,0,FW
52,Oihan Sancet,0.5,2024-2025,24,es ESP,Athletic Club,es La Liga,29,1620,18,19,10,1,0.8,0.1,0.9,0.7,0.2,0.2,0,0.5,0.4,0.1,0.6,0.1,0.5,0.3,0.3,0,0.16,2.6,0.26,0.71,0.9,36.2,16.7,0.1,MF
53,Marko Arnautovi?,0.5,2024-2025,35,at AUT,Inter,it Serie A,18,549,6.1,5,13,20,0.7,0.3,1,0.7,0,0,0,0.5,0.5,0.2,0.7,0.1,0.7,0.1,0.1,0.1,0.23,2.3,0.29,0.67,1,42.9,8.7,0,FW
54,Ollie Watkins,0.5,2024-2025,28,eng ENG,Aston Villa,eng Premier League,38,2598,28.9,31,7,0,0.6,0.3,0.8,0.5,0.1,0.1,0,0.5,0.5,0.1,0.6,0.1,0.6,0,0,0.2,0.17,2.8,0.17,0.39,1.2,43.9,12.1,0,FW
55,M'Bala Nzola,0.5,2024-2025,27,ao ANG,Lens,fr Ligue 1,21,1460,16.2,16,5,1,0.4,0.1,0.4,0.4,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.2,-0.2,0,0.19,2.9,0.13,0.33,1.1,38.3,12.1,0,FW
56,Bamba Dieng,0.5,2024-2025,24,sn SEN,Angers,fr Ligue 1,18,532,5.9,5,13,3,0.5,0,0.5,0.3,0.2,0.2,0,0.5,0.4,0,0.5,0,0.4,0,-0.1,0,0.18,2.2,0.15,0.33,1,46.2,18.5,0.3,FW
57,Gerard Moreno,0.5,2024-2025,32,es ESP,Villarreal,es La Liga,17,721,8,6,11,4,0.4,0.2,0.6,0,0.4,0.4,0,0.5,0.2,0.5,1,0.2,0.7,-0.2,-0.2,-0.2,0.08,2.9,0,0,1.1,39.1,18.2,0,FW
58,Breel Embolo,0.5,2024-2025,27,ch SUI,Monaco,fr Ligue 1,29,1841,20.5,19,10,5,0.3,0.2,0.5,0.3,0,0,0,0.5,0.5,0.3,0.8,0.2,0.8,-0.2,-0.2,-0.1,0.21,2.5,0.12,0.33,0.9,35.3,10.8,0,"FW,MF"
59,Koka,0.5,2024-2025,31,eg EGY,Le Havre,fr Ligue 1,16,851,9.5,10,6,0,0.3,0.1,0.4,0.2,0.1,0.1,0,0.5,0.4,0.1,0.6,0.1,0.5,-0.2,-0.2,0,0.21,2.1,0.1,0.25,0.8,40,13.4,0,FW
60,Mason Greenwood,0.5,2024-2025,22,eng ENG,Marseille,fr Ligue 1,34,2804,31.2,32,2,0,0.7,0.2,0.8,0.4,0.2,0.3,0.1,0.5,0.3,0.2,0.7,0.3,0.5,0.2,0.2,0,0.08,3.6,0.13,0.31,1.4,40.5,19.8,0.1,"FW,MF"
61,Arnaud Kalimuendo,0.5,2024-2025,22,fr FRA,Rennes,fr Ligue 1,33,2578,28.6,31,2,0,0.6,0.1,0.7,0.4,0.2,0.3,0.1,0.5,0.3,0.1,0.6,0.1,0.4,0.1,0.1,0,0.13,2.4,0.18,0.41,1,42.6,16.7,0,"FW,MF"
62,Nelson Weiper,0.5,2024-2025,19,de GER,Mainz 05,de Bundesliga,23,704,7.8,7,16,6,0.4,0.3,0.6,0.4,0,0,0,0.5,0.5,0.2,0.8,0.1,0.8,-0.1,-0.1,0,0.19,2.8,0.14,0.25,1.5,54.5,12.8,0,"FW,MF"
63,Amine Gouiri,0.5,2024-2025,24,dz ALG,2 Teams,fr Ligue 1,33,2085,23.2,23,10,0,0.6,0.2,0.8,0.6,0,0,0,0.5,0.5,0.2,0.7,0.1,0.7,0,0,0,0.15,3.5,0.16,0.33,1.7,48.8,15.7,0,"FW,MF"
64,Duván Zapata,0.5,2024-2025,33,co COL,Torino,it Serie A,7,587,6.5,7,0,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.1,-0.1,-0.1,0.16,3.2,0.14,0.38,1.2,38.1,11.6,0,FW
65,Sofiane Diop,0.5,2024-2025,24,fr FRA,Nice,fr Ligue 1,28,1064,11.8,8,20,1,0.5,0.3,0.8,0.5,0,0,0,0.5,0.5,0.2,0.8,0.2,0.8,0,0,0.1,0.27,1.9,0.27,0.55,0.9,50,16.4,0.3,"MF,FW"
66,Valentín Castellanos,0.5,2024-2025,25,ar ARG,Lazio,it Serie A,29,2384,26.5,28,1,2,0.4,0.1,0.5,0.3,0.1,0.1,0,0.5,0.4,0.1,0.6,0.1,0.6,-0.1,-0.1,0,0.11,4,0.08,0.22,1.4,34.3,16.8,0.1,FW
67,Julián Álvarez,0.5,2024-2025,24,ar ARG,Atlético Madrid,es La Liga,37,2509,27.9,30,7,0,0.6,0.1,0.8,0.5,0.1,0.1,0,0.5,0.4,0.2,0.7,0.2,0.6,0.1,0.1,0,0.16,2.5,0.19,0.36,1.3,51.4,18.3,0.2,FW
68,Ángel Correa,0.5,2024-2025,29,ar ARG,Atlético Madrid,es La Liga,31,805,8.9,3,28,3,0.4,0.1,0.6,0.4,0,0,0,0.5,0.5,0.2,0.7,0.3,0.7,-0.1,-0.1,-0.1,0.13,3.8,0.12,0.29,1.6,41.2,13.9,0,"FW,MF"
69,Isco,0.5,2024-2025,32,es ESP,Betis,es La Liga,22,1547,17.2,17,5,0,0.5,0.5,1,0.2,0.3,0.3,0.1,0.5,0.2,0.3,0.8,0.2,0.5,0,0,0.2,0.1,2.2,0.11,0.44,0.5,23.7,22,0.2,MF
70,Eddie Nketiah,0.5,2024-2025,25,eng ENG,2 Teams,eng Premier League,29,1034,11.5,9,20,4,0.3,0.1,0.3,0.3,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.2,-0.2,-0.1,0.13,3.7,0.07,0.19,1.4,37.2,13.8,0,FW
71,Donyell Malen,0.5,2024-2025,25,nl NED,2 Teams,2 Comps,28,919,10.2,8,20,5,0.6,0,0.6,0.6,0,0,0,0.5,0.5,0,0.5,0.1,0.5,0.1,0.1,0,0.15,3.3,0.18,0.4,1.5,44.1,14.6,0,FW
72,Nicolas Jackson,0.5,2024-2025,23,sn SEN,Chelsea,eng Premier League,30,2220,24.7,28,2,1,0.4,0.2,0.6,0.4,0,0,0,0.5,0.5,0.2,0.7,0.1,0.7,-0.1,-0.1,0,0.16,3.1,0.13,0.29,1.4,44.7,12.9,0,FW
73,Fabio Carvalho,0.5,2024-2025,21,pt POR,Brentford,eng Premier League,19,455,5.1,3,16,6,0.4,0.2,0.6,0.4,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.1,-0.1,0.1,0.21,2.4,0.17,0.4,1,41.7,14.7,0,"FW,MF"
74,Orri Steinn Óskarsson,0.5,2024-2025,19,is ISL,Real Sociedad,es La Liga,23,944,10.5,9,14,2,0.3,0,0.3,0.3,0,0,0,0.5,0.5,0,0.5,0,0.5,-0.2,-0.2,0,0.27,1.8,0.16,0.43,0.7,36.8,13.1,0,FW
75,Omar Marmoush,0.5,2024-2025,25,eg EGY,2 Teams,2 Comps,33,2623,29.1,31,2,0,0.8,0.3,1.1,0.7,0.1,0.1,0,0.5,0.4,0.3,0.8,0.2,0.7,0.3,0.2,0,0.1,4.3,0.16,0.39,1.7,41.1,18.3,0.4,"FW,MF"
76,Anastasios Douvikas,0.5,2024-2025,24,gr GRE,2 Teams,2 Comps,33,1280,14.2,12,21,3,0.4,0.2,0.6,0.4,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.1,-0.1,0.1,0.22,2.2,0.16,0.36,1,45.2,11.7,0,FW
77,Goduine Koyalipou,0.5,2024-2025,24,cf CTA,Lens,fr Ligue 1,15,885,9.8,12,3,3,0.4,0,0.4,0.4,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.1,-0.1,-0.1,0.12,4.3,0.1,0.29,1.4,33.3,14.3,0,FW
78,Cole Palmer,0.5,2024-2025,22,eng ENG,Chelsea,eng Premier League,37,3191,35.5,36,1,0,0.4,0.2,0.6,0.3,0.1,0.1,0,0.5,0.4,0.3,0.8,0.3,0.7,-0.1,-0.1,-0.1,0.11,3.4,0.09,0.25,1.2,36.4,20.4,0.3,"MF,FW"
79,Riccardo Orsolini,0.5,2024-2025,27,it ITA,Bologna,it Serie A,30,1878,20.9,23,7,3,0.7,0.2,0.9,0.6,0.1,0.1,0,0.5,0.4,0.2,0.7,0.1,0.5,0.2,0.2,0,0.11,3.5,0.17,0.48,1.2,34.7,17.5,0.3,FW
80,Evanilson,0.5,2024-2025,24,br BRA,Bournemouth,eng Premier League,31,2319,25.8,28,3,1,0.4,0,0.4,0.4,0,0,0,0.5,0.5,0.1,0.6,0.1,0.5,-0.1,-0.1,0,0.16,2.8,0.14,0.32,1.2,43.1,12.8,0,FW
81,Zakaria Aboukhlal,0.5,2024-2025,24,ma MAR,Toulouse,fr Ligue 1,26,1901,21.1,22,4,0,0.3,0.1,0.4,0.3,0,0.1,0,0.5,0.4,0.1,0.6,0.1,0.5,-0.2,-0.1,0,0.14,2.9,0.1,0.23,1.2,41.9,14.6,0,"MF,FW"
82,Dani Olmo,0.5,2024-2025,26,es ESP,Barcelona,es La Liga,25,1212,13.5,13,12,2,0.7,0.2,1,0.6,0.1,0.1,0,0.5,0.4,0.2,0.7,0.3,0.6,0.3,0.2,0,0.12,3,0.2,0.53,1.1,37.5,18.1,0.1,"MF,FW"
83,Thierno Barry,0.5,2024-2025,21,fr FRA,Villarreal,es La Liga,35,2323,25.8,25,10,0,0.4,0.2,0.6,0.4,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.1,-0.1,0,0.17,2.8,0.14,0.42,0.9,33.8,12,0,FW
84,Beto,0.5,2024-2025,26,gw GNB,Everton,eng Premier League,30,1534,17,15,15,8,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0.1,0.6,0,0.6,0,0,-0.1,0.17,2.9,0.16,0.35,1.3,46.9,13.1,0,FW
85,Ibrahim Sissoko,0.5,2024-2025,28,ml MLI,Saint-Étienne,fr Ligue 1,20,819,9.1,8,12,4,0.3,0.1,0.4,0.2,0.1,0.1,0,0.5,0.4,0.1,0.5,0,0.5,-0.1,-0.2,0,0.17,2.3,0.1,0.5,0.4,19,14.6,0,FW
86,Lautaro Martínez,0.5,2024-2025,26,ar ARG,Inter,it Serie A,31,2564,28.5,31,0,1,0.4,0.1,0.5,0.4,0,0,0,0.5,0.5,0.2,0.6,0.2,0.6,-0.1,-0.1,0,0.13,3.6,0.12,0.35,1.2,33.3,13.8,0,FW
87,Jann-Fiete Arp,0.5,2024-2025,24,de GER,Holstein Kiel,de Bundesliga,23,713,7.9,3,20,9,0.3,0,0.3,0.1,0.1,0.3,0.1,0.5,0.3,0.1,0.6,0.2,0.4,-0.2,-0.1,-0.1,0.11,2.5,0.05,0.11,1.1,45,21.3,0.4,"FW,MF"
88,Christopher Nkunku,0.5,2024-2025,26,fr FRA,Chelsea,eng Premier League,27,921,10.2,9,18,6,0.3,0.2,0.5,0.3,0,0,0,0.5,0.5,0.2,0.7,0.1,0.7,-0.2,-0.2,0,0.19,2.4,0.12,0.27,1.1,44,12.6,0,FW
89,Gift Orban,0.5,2024-2025,22,ng NGA,2 Teams,2 Comps,16,873,9.7,9,7,6,0.6,0,0.6,0.6,0,0,0,0.5,0.5,0,0.5,0.1,0.5,0.1,0.1,0,0.31,1.5,0.4,0.86,0.7,46.7,15.1,0,"FW,DF"
90,Mason Mount,0.5,2024-2025,25,eng ENG,Manchester Utd,eng Premier League,17,622,6.9,8,9,3,0.1,0,0.1,0.1,0,0,0,0.5,0.5,0.1,0.5,0.1,0.5,-0.3,-0.3,-0.1,0.17,2.9,0.05,0.11,1.3,45,15,0,MF
91,Andrej Ilic,0.5,2024-2025,24,rs SRB,2 Teams,2 Comps,16,937,10.4,11,5,2,0.7,0,0.7,0.6,0.1,0.1,0,0.5,0.4,0,0.5,0,0.4,0.2,0.2,0,0.15,2.6,0.22,0.55,1.1,40.7,12.1,0,FW
